year	round	pick	player	position	school	allstar_appearance	allstar_by_school	draft_picks
1997	2	46	Washington, Eric	SG	Alabama	0	0	1
1997	2	47	Williams, Alvin	PG	Villanova	0	0	1
1997	2	48	Drobnjak, Predrag	C	KK Partizan	0	0	1
1997	2	49	Digbeu, Alain	SG	ASVEL Lyon-Villeurbanne	0	0	1
1997	2	50	Crawford, Chris	SF	Marquette	0	0	1
1997	2	51	Wheat, DeJuan	PG	Louisville	0	0	1
1997	2	52	Bruton, C.J.	PG/SG	Indian Hills CC	0	0	1
1997	2	53	Rogers, Paul	C	Gonzaga	0	0	1
1997	2	54	Blount, Mark	C	Pittsburgh	0	0	1
1997	2	55	Pepper, Ben	C	Newcastle Falcons	0	0	1
1997	2	56	Erdmann, Nate	SG	Oklahoma	0	0	1
1997	2	57	Dueñas, Roberto	C	FC Barcelona	0	0	1
1998	1	1	Olowokandi, Michael	C	Pacific	0	0	1
1998	1	2	Bibby, Mike	PG	Arizona	0	0	1
1998	1	3	LaFrentz, Raef	C/F	Kansas	0	0	1
1998	1	4	Jamison, Antawn	F	North Carolina	2	1	1
1998	1	5	Carter, Vince	G/F	North Carolina	8	1	1
1998	1	6	Traylor, Robert	F/C	Michigan	0	0	1
1998	1	7	Williams, Jason	PG	Florida	0	0	1
1998	1	8	Hughes, Larry	SG	Saint Louis	0	0	1
1998	1	9	Nowitzki, Dirk	PF	DJK Würzburg	14	1	1
1998	1	10	Pierce, Paul	G/F	Kansas	10	1	1
1998	1	11	Wells, Bonzi	G/F	Ball State	0	0	1
1998	1	12	Doleac, Michael	C	Utah	0	0	1
1998	1	13	Clark, Keon	F/C	UNLV	0	0	1
1998	1	14	Dickerson, Michael	SG	Arizona	0	0	1
1998	1	15	Harpring, Matt	F/G	Georgia Tech	0	0	1
1998	1	16	Drew, Bryce	PG	Valparaíso	0	0	1
1998	1	17	Nesterovič, Radoslav	C	Kinder Bologna	0	0	1
1998	1	18	Türkcan, Mirsad	PF	Efes Pilsen	0	0	1
1998	1	19	Garrity, Pat	PF	Notre Dame	0	0	1
1998	1	20	McLeod, Roshown	SF	Duke	0	0	1
1998	1	21	Davis, Ricky	G/F	Iowa	0	0	1
1998	1	22	Skinner, Brian	F/C	Baylor	0	0	1
1998	1	23	Lue, Tyronn	PG	Nebraska	0	0	1
1998	1	24	López, Felipe	SG	St. John's	0	0	1
1998	1	25	Harrington, Al	F	St. Patrick's High School	0	0	1
1998	1	26	Jacobson, Sam	SG	Minnesota	0	0	1
1998	1	27	Stepania, Vladimir	C	Olimpija Ljubljana	0	0	1
1998	1	28	Benjamin, Corey	SG	Oregon State	0	0	1
1998	1	29	Mohammed, Nazr	C/F	Kentucky	0	0	1
1998	2	30	Sesay, Ansu	SF	Mississippi	0	0	1
1998	2	31	Patterson, Ruben	SF	Cincinnati	0	0	1
1998	2	32	Lewis, Rashard	PF	Alief Elsik HS	2	1	1
1998	2	33	McCoy, Jelani	F/C	UCLA	0	0	1
1998	2	34	Williams, Shammond	PG	North Carolina	0	0	1
1998	2	35	Šundov, Bruno	C	Split	0	0	1
1998	2	36	James, Jerome	C	Florida A&M	0	0	1
1998	2	37	Shaw, Casey	C	Toledo	0	0	1
1998	2	38	Johnson, DeMarco	PF	Charlotte	0	0	1
1998	2	39	Alston, Rafer	PG	Fresno State	0	0	1
1998	2	40	Young, Korleone	SF	Hargrave Military Academy	0	0	1
1998	2	41	Mobley, Cuttino	SG	Rhode Island	0	0	1
1998	2	42	Simon, Miles	SG	Arizona	0	0	1
1998	2	43	White, Jahidi	F/C	Georgetown	0	0	1
1998	2	44	Marks, Sean	PF	California	0	0	1
1998	2	45	Bailey, Toby	SG	UCLA	0	0	1
1998	2	46	Patterson, Andrae	SF	Indiana	0	0	1
1998	2	47	Wheeler, Tyson	PG	Rhode Island	0	0	1
1998	2	48	Stack, Ryan	C	South Carolina	0	0	1
1998	2	49	Carr, Cory	SG	Texas Tech	0	0	1
1998	2	50	Betts, Andrew	C	Long Beach State	0	0	1
1998	2	51	Brewer, Corey	PG	Oklahoma	0	0	1
1998	2	52	Dial, Derrick	SG	Eastern Michigan	0	0	1
1998	2	53	Buckner, Greg	SG	Clemson	0	0	1
1998	2	54	Fowlkes, Tremaine	SF	Fresno State	0	0	1
1998	2	55	Bowen, Ryan	SF	Iowa	0	0	1
1998	2	56	Henderson, J. R.	SF	UCLA	0	0	1
1998	2	57	Braggs, Torraye	PF	Xavier	0	0	1
1998	2	58	Baston, Maceo	PF	Michigan	0	0	1
1999	1	1	Brand, Elton	PF/C	Duke	2	0	1
1999	1	2	Francis, Steve	PG	Maryland	3	1	1
1999	1	3	Davis, Baron	PG	UCLA	2	1	1
1999	1	4	Odom, Lamar	PF/SF	Rhode Island	0	0	1
1999	1	5	Bender, Jonathan	PF	Picayune Memorial HS	0	0	1
1999	1	6	Szczerbiak, Wally	SG/SF	Miami (OH)	1	1	1
1999	1	7	Hamilton, Richard	SG/SF	Connecticut	3	1	1
1999	1	8	Miller, Andre	PG	Utah	0	0	1
1999	1	9	Marion, Shawn	SF/PF	UNLV	4	1	1
1999	1	10	Terry, Jason	SG/PG	Arizona	0	0	1
1999	1	11	Langdon, Trajan	SG	Duke	0	0	1
1999	1	12	Radojević, Aleksandar	C	Barton County CC	0	0	1
1999	1	13	Maggette, Corey	SF/SG	Duke	0	0	1
1999	1	14	Avery, William	PG	Duke	0	0	1
1999	1	15	Weis, Frédéric	C	Limoges	0	0	1
1999	1	16	Artest, Ron	SF	St. John's	1	1	1
1999	1	17	Bowdler, Cal	PF	Old Dominion	0	0	1
1999	1	18	Posey, James	SG/SF	Xavier	0	0	1
1999	1	19	Lewis, Quincy	SF	Minnesota	0	0	1
1999	1	20	Glover, Dion	SG	Georgia Tech	0	0	1
1999	1	21	Foster, Jeff	PF	Southwest Texas State	0	0	1
1999	1	22	Thomas, Kenny	PF	New Mexico	0	0	1
1999	1	23	George, Devean	SF	Augsburg	0	0	1
1999	1	24	Kirilenko, Andrei	SF	CSKA Moscow	1	1	1
1999	1	25	James, Tim	SF	Miami	0	0	1
1999	1	26	Cummings, Vonteego	PG	Pittsburgh	0	0	1
1999	1	27	Jones, Jumaine	SF	Georgia	0	0	1
1999	1	28	Padgett, Scott	PF	Kentucky	0	0	1
1999	1	29	Smith, Leon	PF	King College Prep HS	0	0	1
1999	2	30	Celestand, John	PG	Villanova	0	0	1
1999	2	31	Hill, Rico	F	Illinois State	0	0	1
1999	2	32	Ruffin, Michael	PF	Tulsa	0	0	1
1999	2	33	Herren, Chris	G	Fresno State	0	0	1
1999	2	34	Eschmeyer, Evan	C	Northwestern	0	0	1
1999	2	35	Booth, Calvin	C	Penn State	0	0	1
1999	2	36	Wang Zhizhi,	C	Bayi Rockets	0	0	1
1999	2	37	Ekezie, Obinna	C	Maryland	0	0	1
1999	2	38	Profit, Laron	SG/SF	Maryland	0	0	1
1999	2	39	Bramlett, A. J.	C	Arizona	0	0	1
1999	2	40	Giriček, Gordan	G/F	CSKA Moscow	0	0	1
1999	2	41	Elson, Francisco	C	California	0	0	1
1999	2	42	Bullock, Louis	G	Michigan	0	0	1
1999	2	43	Nailon, Lee	SF	TCU	0	0	1
1999	2	44	Washington, Tyrone	C	Mississippi State	0	0	1
1999	2	45	Robertson, Ryan	G	Kansas	0	0	1
1999	2	46	Koch, J. R.	F	Iowa	0	0	1
1999	2	47	Macculloch	C	Washington	0	0	1
1999	2	48	Young, Galen	G	Charlotte	0	0	1
1999	2	49	Ketner, Lari	C	UMass	0	0	1
1999	2	50	Hamilton, Venson	C	Nebraska	0	0	1
1999	2	51	Smith, Antwain	F	Saint Paul's	0	0	1
1999	2	52	Bergersen, Roberto	G	Boise State	0	0	1
1999	2	53	Buford, Rodney	SG	Creighton	0	0	1
1999	2	54	Levett, Melvin	SG	Cincinnati	0	0	1
1999	2	55	Clack, Kris	G	Texas	0	0	1
1999	2	56	Young, Tim	C	Stanford	0	0	1
1999	2	57	Ginóbili, Manu	SG	Viola Reggio Calabria	2	1	1
1999	2	58	Lucas, Eddie	G	Virginia Tech	0	0	1
2000	1	1	Martin, Kenyon	PF	Cincinnato (Sr.)	1	1	1
2000	1	2	Swift, Stromile	PF/C	LSU	0	0	1
2000	1	3	Miles, Darius	SF/PF	East St. Louis HS (Illinois)	0	0	1
2000	1	4	Fizer, Marcus	PF/SF	Iowa State	0	0	1
2000	1	5	Miller, Mike	SF/SG	Florida	0	0	1
2000	1	6	Johnson, DerMarr	SG/SF	Cincinnati	0	0	1
2000	1	7	Mihm, Chris	C/PF	Texas	0	0	1
2000	1	8	Crawford, Jamal	SG	Michigan	0	0	1
2000	1	9	Przybilla, Joel	C	Minnesota	0	0	1
2000	1	10	Dooling, Keyon	SG	Missouri	0	0	1
2000	1	11	Moiso	PF	UCLA	0	0	1
2000	1	12	Thomas, Etan	PF/C	Syracuse	0	0	1
2000	1	13	Alexander, Courtney	SG	Fresno State	0	0	1
2000	1	14	Cleaves, Mateen	PG	Michigan State	0	0	1
2000	1	15	Collier, Jason	C	Georgia Tech	0	0	1
2000	1	16	Turkoglu	SF/PF	Efes Pilsen	0	0	1
2000	1	17	Mason, Desmond	SF/SG	Oklahoma State	0	0	1
2000	1	18	Richardson, Quentin	SF/SG	DePaul	0	0	1
2000	1	19	Magloire, Jamaal	PF/C	Kentucky	1	1	1
2000	1	20	Claxton, Speedy	PG	Hofstra	0	0	1
2000	1	21	Peterson, Morris	SF/SG	Michigan State	0	0	1
2000	1	22	Harvey, Donnell	SF	Florida	0	0	1
2000	1	23	Stevenson, DeShawn	SG	Washington Union HS	0	0	1
2000	1	24	Bagarić, Dalibor	C	Benston Zagreb	0	0	1
2000	1	25	Tsakalidis, Iakovos "Jake"	C	AEK	0	0	1
2000	1	26	N'Diaye, Mamadou	C	Auburn	0	0	1
2000	1	27	Brezec, Primož	C	Union Olimpija	0	0	1
2000	1	28	Barkley, Erick	PG	St. John's	0	0	1
2000	1	29	Madsen, Mark	PF	Stanford	0	0	1
2000	2	30	Jarić, Marko	G	Paf Bologna	0	0	1
2000	2	31	Langhi, Dan	PF	Vanderbilt	0	0	1
2000	2	32	Guyton, A.J.	PG	Indiana	0	0	1
2000	2	33	Voskuhl, Jake	C	Connecticut	0	0	1
2000	2	34	El-Amin, Khalid	PG	Connecticut	0	0	1
2000	2	35	Smith, Mike	F	Louisiana-Monroe	0	0	1
2000	2	36	Samake, Soumaila	C	Cincinnati Stuff	0	0	1
2000	2	37	House, Eddie	SG	Arizona State	0	0	1
2000	2	38	Nájera, Eduardo	PF	Oklahoma	0	0	1
2000	2	39	Postell, Lavor	SG	St. John's	0	0	1
2000	2	40	Mottola	SF/PF	Utah	0	0	1
2000	2	41	Carrawell, Chris	SG	Duke	0	0	1
2000	2	42	Oyedeji, Olumide	PF	Würzburg	0	0	1
2000	2	43	Redd, Michael	SG	Ohio State	1	1	1
2000	2	44	Cardinal, Brian	PF	Purdue	0	0	1
2000	2	45	Smith, Jabari	C	LSU	0	0	1
2000	2	46	Hulett, DeeAndre	G	COS	0	0	1
2000	2	47	Sesar, Josip	G	Cibona Zagreb	0	0	1
2000	2	48	Karcher, Mark	PG	Temple	0	0	1
2000	2	49	Hart, Jason	PG	Syracuse	0	0	1
2000	2	50	Dickens, Kaniel	F	Idaho	0	0	1
2000	2	51	Rakočević, Igor	G	Red Star Belgrade	0	0	1
2000	2	52	Brown, Ernest	C	Indian Hills CC	0	0	1
2000	2	53	McClintock, Dan	C	Northern Arizona	0	0	1
2000	2	54	Hightower, Cory	G	Indian Hills CC	0	0	1
2000	2	55	Porter, Chris	F	Auburn	0	0	1
2000	2	56	Walls, Jaquay	G	Colorado	0	0	1
2000	2	57	Penn, Scoonie	G	Ohio State	0	0	1
2000	2	58	Mickeal, Pete	F	Cincinnati	0	0	1
2001	1	1	Brown, Kwame	C	Glynn Academy	0	0	1
2001	1	2	Chandler, Tyson	C	Dominguez HS	1	1	1
2001	1	3	Gasol, Pau	PF/C	FC Barcelona	6	1	1
2001	1	4	Curry, Eddy	C	Thornwood HS	0	0	1
2001	1	5	Richardson, Jason	SG	Michigan State	0	0	1
2001	1	6	Battier, Shane	SF	Duke	0	0	1
2001	1	7	Griffin, Eddie	PF	Seton Hall	0	0	1
2001	1	8	Diop, DeSagana	C	Oak Hill Academy	0	0	1
2001	1	9	White, Rodney	SF/PF	Charlotte	0	0	1
2001	1	10	Johnson, Joe	SG	Arkansas	7	1	1
2001	1	11	Brown, Kedrick	SF	Okaloosa-Walton CC	0	0	1
2001	1	12	Radmanović, Vladimir	PF	Red Star Belgrade	0	0	1
2001	1	13	Jefferson, Richard	SF	Arizona	0	0	1
2001	1	14	Murphy, Troy	PF	Notre Dame	0	0	1
2001	1	15	Hunter, Steven	C	DePaul	0	0	1
2001	1	16	Haston, Kirk	PF	Indiana	0	0	1
2001	1	17	Bradley, Michael	PF	Villanova	0	0	1
2001	1	18	Collins, Jason	C	Stanford	0	0	1
2001	1	19	Randolph, Zach	PF	Michigan State	2	1	1
2001	1	20	Haywood, Brendan	C	North Carolina	0	0	1
2001	1	21	Forte, Joseph	SG	North Carolina	0	0	1
2001	1	22	Sasser, Jeryl	SG	SMU	0	0	1
2001	1	23	Armstrong, Brandon	SG	Pepperdine	0	0	1
2001	1	24	López, Raúl	PG	Real Madrid	0	0	1
2001	1	25	Wallace, Gerald	SF	Alabama	1	1	1
2001	1	26	Dalembert, Samuel	C	Seton Hall	0	0	1
2001	1	27	Tinsley, Jamaal	PG	Iowa State	0	0	1
2001	1	28	Parker, Tony	PG	Paris Basket Racing	6	1	1
2001	1	29	Forfeited pick	None	None	0	0	1
2001	2	30	Hassell, Trenton	SG	Austin Peay	0	0	1
2001	2	31	Arenas, Gilbert	PG	Arizona	3	1	1
2001	2	32	Cook, Omar	PG	St. John's	0	0	1
2001	2	33	Solomon, Will	PG	Clemson	0	0	1
2001	2	34	Morris, Terence	SF	Maryland	0	0	1
2001	2	35	Scalabrine, Brian	PF	USC	0	0	1
2001	2	36	Trepagnier, Jeff	SG	USC	0	0	1
2001	2	37	Brown, Damone	SF	Syracuse	1	1	1
2001	2	38	Okur, Mehmet	C	Efes Pilsen	0	0	1
2001	2	39	Wright, Michael	PF	Arizona	0	0	1
2001	2	40	Watson, Earl	PG	UCLA	0	0	1
2001	2	41	Brewer, Jamison	PG	Auburn	0	0	1
2001	2	42	Simmons, Bobby	F/G	DePaul	0	0	1
2001	2	43	Chenowith, Eric	C	Kansas	0	0	1
2001	2	44	Hill, Kyle	PG	Eastern Illinois	0	0	1
2001	2	45	Lampley, Sean	SF	California	0	0	1
2001	2	46	Woods, Loren	C	Arizona	0	0	1
2001	2	47	Cisse, Ousmane	PF	St. Jude HS	0	0	1
2001	2	48	Fotsis, Antonis	SF	Panathinaikos	0	0	1
2001	2	49	Johnson, Ken	C	Ohio State	0	0	1
2001	2	50	Boumtje-Boumtje, Ruben	C	Georgetown	0	0	1
2001	2	51	Ford, Alton	PF	Houston	0	0	1
2001	2	52	Hutson, Andre	PF	Michigan State	0	0	1
2001	2	53	Collins, Jarron	F/C	Stanford	0	0	1
2001	2	54	Satterfield, Kenny	PG	Cincinnati	0	0	1
2001	2	55	Jeffers, Maurice	SG	Saint Louis	0	0	1
2001	2	56	Javtokas, Robertas	C	Lietuvos rytas Vilnius	0	0	1
2001	2	57	Jones, Alvin	C	Georgia Tech	0	0	1
2001	2	58	Bracey, Bryan	SF	Oregon	0	0	1
2002	1	1	Ming, Yao	C	Shanghai Sharks	8	1	1
2002	1	2	Williams, Jay	PG	Duke	0	0	1
2002	1	3	Dunleavy Jr., Mike	SF/SG	Duke	0	0	1
2002	1	4	Gooden, Drew	PF/C	Kansas	0	0	1
2002	1	5	Tskitishvili, Nikoloz	PF/C	Benetton Treviso	0	0	1
2002	1	6	Wagner, Dajuan	PG	Memphis	0	0	1
2002	1	7	, Nenê	C/PF	Vasco da Gama	0	0	1
2002	1	8	Wilcox, Chris	PF/C	Maryland	0	0	1
2002	1	9	Stoudemire, Amar'e	PF/C	Cypress Creek HS	6	1	1
2002	1	10	Butler, Caron	SF	Connecticut	2	1	1
2002	1	11	Jeffries, Jared	PF/C	Indiana	0	0	1
2002	1	12	Ely, Melvin	C/PF	Fresno State	0	0	1
2002	1	13	Haislip, Marcus	PF	Tennessee	0	0	1
2002	1	14	Jones, Fred	SG	Oregon	0	0	1
2002	1	15	Nachbar, Boštjan	SF/PF	Benetton Treviso	0	0	1
2002	1	16	Welsch, Jiří	SG/SF	Union Olimpija	0	0	1
2002	1	17	Dixon, Juan	PG	Maryland	0	0	1
2002	1	18	Borchardt, Curtis	C	Stanford	0	0	1
2002	1	19	Humphrey, Ryan	PF	Notre Dame	0	0	1
2002	1	20	Rush, Kareem	SG	Missouri	0	0	1
2002	1	21	Woods, Qyntel	SF	Northeast Mississippi CC	0	0	1
2002	1	22	Jacobsen, Casey	SG	Stanford	0	0	1
2002	1	23	Prince, Tayshaun	SF	Kentucky	0	0	1
2002	1	24	Krstić, Nenad	C/PF	Partizan Belgrade	0	0	1
2002	1	25	Williams, Frank	PG	Illinois	0	0	1
2002	1	26	Salmons, John	SF/SG	Miami	0	0	1
2002	1	27	Jefferies, Chris	SF	Fresno State	0	0	1
2002	1	28	Dickau, Dan	PG	Gonzaga	0	0	1
2002	1	29	Forfeited pick	None	None	0	0	1
2002	2	30	Logan, Steve	PG	Cincinnati	0	0	1
2002	2	31	Mason, Jr., Roger	SG	Virginia	0	0	1
2002	2	32	Archibald, Robert	PF	Illinois	0	0	1
2002	2	33	Yarbrough, Vincent	SF	Tennessee	0	0	1
2002	2	34	Gadzuric, Dan	C	UCLA	0	0	1
2002	2	35	Boozer, Carlos	PF	Duke	2	1	1
2002	2	36	Vujanić, Miloš	PG	Partizan Belgrade	0	0	1
2002	2	37	Andersen, David	C	Virtus Bologna	0	0	1
2002	2	38	Maddox, Tito	PG	Fresno State	0	0	1
2002	2	39	Grizzard, Rod	SG	Alabama	0	0	1
2002	2	40	Navarro, Juan Carlos	PG	FC Barcelona	0	0	1
2002	2	41	Kasun, Mario	C	Opel Skyliners	0	0	1
2002	2	42	Murray, Ronald	SG	Shaw	0	0	1
2002	2	43	Jennings, Jason	C	Arkansas State	0	0	1
2002	2	44	Baxter, Lonny	PF	Maryland	0	0	1
2002	2	45	Clancy, Sam	PF	USC	0	0	1
2002	2	46	Barnes, Matt	SF	UCLA	0	0	1
2002	2	47	Sampson, Jamal	C	California	0	0	1
2002	2	48	Owens, Chris	PF	Texas	0	0	1
2002	2	49	Fehse, Peter	PF	Halle	0	0	1
2002	2	50	Songaila, Darius	PF	Wake Forest	0	0	1
2002	2	51	Kammerichs, Federico	SF	Ourense	0	0	1
2002	2	52	Taylor, Marcus	PG	Michigan State	0	0	1
2002	2	53	Butler, Rasual	SF	La Salle	0	0	1
2002	2	54	Slay, Tamar	SG	Marshall	0	0	1
2002	2	55	Šekularac, Mladen	SG	FMP Železnik	0	0	1
2002	2	56	Scola, Luis	PF	TAU Cerámica	0	0	1
2002	2	57	Holcomb, Randy	PF	San Diego State	0	0	1
2002	2	58	Edwards, Corsley	PF	Central Connecticut	0	0	1
2003	1	1	, LeBron James	SF	St. Vincent–St. Mary HS	15	1	1
2003	1	2	Miličić, Darko	C	Hemofarm Vršac	0	0	1
2003	1	3	Anthony, Carmelo	SF	Syracuse	10	1	1
2003	1	4	Bosh, Chris	PF/C	Georgia Tech	11	1	1
2003	1	5	Wade, Dwyane	SG	Marquette	13	1	1
2003	1	6	Kaman, Chris	C	Central Michigan	1	1	1
2003	1	7	Hinrich, Kirk	PG	Kansas	0	0	1
2003	1	8	Ford, T. J.	PG	Texas	0	0	1
2003	1	9	Sweetney, Michael	PF	Georgetown	0	0	1
2003	1	10	Hayes, Jarvis	F/G	Georgia	0	0	1
2003	1	11	Piétrus, Mickaël	G/F	Pau-Orthez	0	0	1
2003	1	12	Collison, Nick	PF	Kansas	0	0	1
2003	1	13	Banks, Marcus	PG	UNLV	0	0	1
2003	1	14	Ridnour, Luke	PG	Oregon	0	0	1
2003	1	15	Gaines, Reece	F/G	Louisville	0	0	1
2003	1	16	Bell, Troy	PG	Boston College	0	0	1
2003	1	17	Čabarkapa, Žarko	SF	Budućnost Podgorica	0	0	1
2003	1	18	West, David	PF	Xavier	2	1	1
2003	1	19	Pavlović, Sasha	F/G	Budućnost Podgorica	0	0	1
2003	1	20	Jones, Dahntay	SG	Duke	0	0	1
2003	1	21	Diaw, Boris	PF	Pau-Orthez	0	0	1
2003	1	22	Planinić, Zoran	G/F	Cibona Zagreb	0	0	1
2003	1	23	Outlaw, Travis	SF	Starkville HS	0	0	1
2003	1	24	Cook, Brian	PF	Illinois	0	0	1
2003	1	25	Delfino, Carlos	SG	Skipper Bologna	0	0	1
2003	1	26	Ebi, Ndudi	SF	Westbury Christian HS	0	0	1
2003	1	27	Perkins, Kendrick	C	Ozen HS	0	0	1
2003	1	28	Barbosa, Leandro	SG	Bauru Tilibra	0	0	1
2003	1	29	Howard, Josh	F/G	Wake Forest	1	1	1
2003	2	30	Lampe, Maciej	PF	Complutense University of Madrid	0	0	1
2003	2	31	Kapono, Jason	F/G	UCLA	0	0	1
2003	2	32	Walton, Luke	SF	Arizona	0	0	1
2003	2	33	Beasley, Jerome	PF	North Dakota	0	0	1
2003	2	34	Schortsanitis, Sofoklis	C	Iraklis BC	0	0	1
2003	2	35	Szewczyk, Szymon	PF	Braunschweig	0	0	1
2003	2	36	Austin, Mario	PF	Mississippi State	0	0	1
2003	2	37	Hansen, Travis	SG	BYU	0	0	1
2003	2	38	Blake, Steve	PG	Maryland	0	0	1
2003	2	39	Vraneš, Slavko	C	Budućnost Podgorica	0	0	1
2003	2	40	Zimmerman, Derrick	PG	Mississippi State	0	0	1
2003	2	41	Green, Willie	SG	Detroit	0	0	1
2003	2	42	Pachulia, Zaza	PF	Ülkerspor	0	0	1
2003	2	43	Bogans, Keith	SG	Kentucky	0	0	1
2003	2	44	Badiane, Malick	PF	Langen	0	0	1
2003	2	45	Bonner, Matt	F	Florida	0	0	1
2003	2	46	Bečirović, Sani	SG	Virtus Bologna	0	0	1
2003	2	47	Williams, Mo	PG	Alabama	1	1	1
2003	2	48	Lang, James	C	Central Park Christian HS	0	0	1
2003	2	49	Jones, James	SF	Miami (Florida)	0	0	1
2003	2	50	Morlende, Paccelis	PG	Dijon	0	0	1
2003	2	51	Korver, Kyle	SG	Creighton	1	1	1
2003	2	52	van de Hare, Remon	C	FC Barcelona	0	0	1
2003	2	53	Smith, Tommy	PF	Arizona State	0	0	1
2003	2	54	Sinanović, Nedžad	C	Brotnjo	0	0	1
2003	2	55	Rickert, Rick	PF	Minnesota	0	0	1
2003	2	56	Hunter, Brandon	PF	Ohio	0	0	1
2003	2	57	Yuyang, Xue	C	Hong Kong Flying Dragons	0	0	1
2003	2	58	Glyniadakis, Andreas	C	AEK	0	0	1
2004	1	1	Howard, Dwight	C	Southwest Atlanta Christian Academy	8	1	1
2004	1	2	Okafor, Emeka	PF/C	Connecticut	0	0	1
2004	1	3	Gordon, Ben	SG	Connecticut	0	0	1
2004	1	4	Livingston, Shaun	PG	Peoria HS	0	0	1
2004	1	5	Harris, Devin	PG	Wisconsin	1	1	1
2004	1	6	Childress, Josh	G/F	Stanford	0	0	1
2004	1	7	Deng, Luol	SF	Duke	2	1	1
2004	1	8	Araújo, Rafael	C	BYU	0	0	1
2004	1	9	Iguodala, Andre	SF	Arizona	1	1	1
2004	1	10	Jackson, Luke	SF	Oregon	0	0	1
2004	1	11	Biedriņš, Andris	F/C	Skonto	0	0	1
2004	1	12	Swift, Robert	C	Bakersfield HS	0	0	1
2004	1	13	Telfair, Sebastian	PG	Lincoln HS	0	0	1
2004	1	14	Humphries, Kris	PF	Minnesota	0	0	1
2004	1	15	Jefferson, Al	PF/C	Prentiss HS	0	0	1
2004	1	16	Snyder, Kirk	SG	Nevada	0	0	1
2004	1	17	Smith, Josh	SF	Oak Hill Academy	0	0	1
2004	1	18	Smith, J. R.	SG	St. Benedict's Prep	0	0	1
2004	1	19	Wright, Dorell	SF	South Kent School	0	0	1
2004	1	20	Nelson, Jameer	PG	Saint Joseph's	1	1	1
2004	1	21	Podkolzin, Pavel	C	Metis Varese	0	0	1
2004	1	22	Khryapa, Viktor	SF	CSKA Moscow	0	0	1
2004	1	23	Monia, Sergei	SG	CSKA Moscow	0	0	1
2004	1	24	West, Delonte	PG	Saint Joseph's	0	0	1
2004	1	25	Allen, Tony	SG	Oklahoma State	0	0	1
2004	1	26	Martin, Kevin	SG	Western Carolina	0	0	1
2004	1	27	Vujačić, Saša	SG	Snaidero Udine	0	0	1
2004	1	28	Udrih, Beno	PG	Breil Milano	0	0	1
2004	1	29	Harrison, David	C	Colorado	0	0	1
2004	1		Forfeited Pick	None	None	0	0	1
2004	2	30	Varejão, Anderson	C	FC Barcelona	0	0	1
2004	2	31	Vroman, Jackson	C	Iowa State	0	0	1
2004	2	32	Ramos, Peter John	C	Caguas	0	0	1
2004	2	33	Chalmers, Lionel	PG	Xavier	0	0	1
2004	2	34	Smith, Donta	SF	Southeastern Illinois	0	0	1
2004	2	35	Emmett, Andre	F/G	Texas Tech	0	0	1
2004	2	36	Burks, Antonio	PG	Memphis	0	0	1
2004	2	37	Ivey, Royal	PG	Texas	0	0	1
2004	2	38	Duhon, Chris	PG	Duke	0	0	1
2004	2	39	Miralles, Albert	PF	Roseto Basket	0	0	1
2004	2	40	Reed, Justin	SF	Mississippi	0	0	1
2004	2	41	Young, David	G	North Carolina Central	0	0	1
2004	2	42	Sanikidze, Viktor	SF	Dijon	0	0	1
2004	2	43	Ariza, Trevor	SF	UCLA	0	0	1
2004	2	44	Pickett, Tim	SG	Florida State	0	0	1
2004	2	45	Robinson, Bernard	SF	Michigan	0	0	1
2004	2	46	Seung-Jin, Ha	C	Yonsei University	0	0	1
2004	2	47	Sow, Pape	PF	Cal State Fullerton	0	0	1
2004	2	48	Minard, Ricky	SG	Morehead State	0	0	1
2004	2	49	Lishouk, Sergei	PF	Khimik Yuzhny	0	0	1
2004	2	50	Spanoulis, Vassilis	PG	Maroussi	0	0	1
2004	2	51	Drejer, Christian	SF	FC Barcelona	0	0	1
2004	2	52	Sato, Romain	SG	Xavier	0	0	1
2004	2	53	Freije, Matt	SF	Vanderbilt	0	0	1
2004	2	54	Paulding, Rickey	SG	Missouri	0	0	1
2004	2	55	Flores, Luis	PG	Manhattan	0	0	1
2004	2	56	Douthit, Marcus	PF	Providence	0	0	1
2004	2	57	Karaulov, Sergei	G	Skha Jakutia Yakutsk	0	0	1
2004	2	58	Stepp, Blake	PG	Gonzaga	0	0	1
2004	2	59	Wright, Rashad	G	Georgia	0	0	1
2005	1	1	Bogut, Andrew	C	Utah	0	0	1
2005	1	2	Williams, Marvin	F	North Carolina	0	0	1
2005	1	3	Williams, Deron	PG	Illinois	3	1	1
2005	1	4	Paul, Chris	PG	Wake Forest	9	1	1
2005	1	5	Felton, Raymond	G	North Carolina	0	0	1
2005	1	6	Webster, Martell	G/F	Seattle Prep. School	0	0	1
2005	1	7	Villanueva, Charlie	F	Connecticut	0	0	1
2005	1	8	Frye, Channing	C	Arizona	0	0	1
2005	1	9	Diogu, Ike	F	Arizona State	0	0	1
2005	1	10	Bynum, Andrew	C	St. Joseph HS	1	1	1
2005	1	11	Vázquez, Fran	F/C	Unicaja Málaga	0	0	1
2005	1	12	Korolev, Yaroslav	F	CSKA Moscow	0	0	1
2005	1	13	May, Sean	F	North Carolina	0	0	1
2005	1	14	McCants, Rashad	G	North Carolina	0	0	1
2005	1	15	Wright, Antoine	G/F	Texas A&M	0	0	1
2005	1	16	Graham, Joey	F	Oklahoma State	0	0	1
